entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Economically Disadvantaged,97.9
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Students with Disabilities,70.8
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.0
331300011439,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn International Hs,2022,Hispanic or Latino,82.9
331300011439,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn International Hs,2022,Economically Disadvantaged,83.7
331300011439,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn International Hs,2022,English Language Learner,74.0
331300011439,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn International Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,86.7
331300011483,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assmbly Sch-Law & Jstce,2022,Hispanic or Latino,92.0
331300011483,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assmbly Sch-Law & Jstce,2022,Economically Disadvantaged,95.7
331300011483,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assmbly Sch-Law & Jstce,2022,Students with Disabilities,68.4
331300011483,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assmbly Sch-Law & Jstce,2022,Black or African American,96.4
331300011527,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assembly Inst Of Math And Scie,2022,Economically Disadvantaged,97.0
331300011527,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assembly Inst Of Math And Scie,2022,Black or African American,96.7
331300011553,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Academy High School,2022,Economically Disadvantaged,24.1
331300011553,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Academy High School,2022,Black or African American,23.9
331300011594,Kings,Nyc Geog Dist #13 - Brooklyn,1,Gotham Professional Arts Academy,2022,Economically Disadvantaged,84.8
331300011594,Kings,Nyc Geog Dist #13 - Brooklyn,1,Gotham Professional Arts Academy,2022,Black or African American,85.4
331300011595,Kings,Nyc Geog Dist #13 - Brooklyn,1,Bedford Academy High School,2022,Economically Disadvantaged,98.9
331300011595,Kings,Nyc Geog Dist #13 - Brooklyn,1,Bedford Academy High School,2022,Black or African American,99.0
331300011605,Kings,Nyc Geog Dist #13 - Brooklyn,1,George Westinghouse Career/Tech Hs,2022,Hispanic or Latino,91.3
331300011605,Kings,Nyc Geog Dist #13 - Brooklyn,1,George Westinghouse Career/Tech Hs,2022,Economically Disadvantaged,94.8
331300011605,Kings,Nyc Geog Dist #13 - Brooklyn,1,George Westinghouse Career/Tech Hs,2022,Students with Disabilities,80.6
331300011605,Kings,Nyc Geog Dist #13 - Brooklyn,1,George Westinghouse Career/Tech Hs,2022,Black or African American,95.9
331300011616,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Hs-Leadership & Community,2022,Economically Disadvantaged,35.3
331300011616,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Hs-Leadership & Community,2022,Black or African American,41.1
331300011670,Kings,Nyc Geog Dist #13 - Brooklyn,1,Benjamin Banneker Academy,2022,Hispanic or Latino,96.5
331300011670,Kings,Nyc Geog Dist #13 - Brooklyn,1,Benjamin Banneker Academy,2022,Economically Disadvantaged,97.2
331300011670,Kings,Nyc Geog Dist #13 - Brooklyn,1,Benjamin Banneker Academy,2022,Black or African American,97.7
331300011670,Kings,Nyc Geog Dist #13 - Brooklyn,1,Benjamin Banneker Academy,2022,Students with Disabilities,91.5
331300011674,Kings,Nyc Geog Dist #13 - Brooklyn,1,City Polytechnic High School,2022,Hispanic or Latino,94.1
331300011674,Kings,Nyc Geog Dist #13 - Brooklyn,1,City Polytechnic High School,2022,Economically Disadvantaged,92.6
331300011674,Kings,Nyc Geog Dist #13 - Brooklyn,1,City Polytechnic High School,2022,Black or African American,93.9
331300011674,Kings,Nyc Geog Dist #13 - Brooklyn,1,City Polytechnic High School,2022,Students with Disabilities,93.8
331300860901,Kings,Charter School,7,Leadership Prep Bedford Stuyvesant,2022,Economically Disadvantaged,98.6
331300860901,Kings,Charter School,7,Leadership Prep Bedford Stuyvesant,2022,Black or African American,95.5
331300861056,Kings,Charter School,7,Unity Prep Cs Of Brooklyn,2022,Economically Disadvantaged,92.9
331300861056,Kings,Charter School,7,Unity Prep Cs Of Brooklyn,2022,Black or African American,94.1
331300861063,Kings,Charter School,7,Brooklyn Laboratory Charter School,2022,Economically Disadvantaged,81.0
331300861063,Kings,Charter School,7,Brooklyn Laboratory Charter School,2022,Black or African American,88.5
331400011071,Kings,Nyc Geog Dist #14 - Brooklyn,1,Juan Morel Campos Secondary School,2022,Hispanic or Latino,72.6
331400011071,Kings,Nyc Geog Dist #14 - Brooklyn,1,Juan Morel Campos Secondary School,2022,Economically Disadvantaged,68.2
331400011071,Kings,Nyc Geog Dist #14 - Brooklyn,1,Juan Morel Campos Secondary School,2022,English Language Learner,67.4
331400011071,Kings,Nyc Geog Dist #14 - Brooklyn,1,Juan Morel Campos Secondary School,2022,Students with Disabilities,53.3
331400011449,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Latin School,2022,White,96.7
331400011449,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Latin School,2022,Hispanic or Latino,97.9
331400011449,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Latin School,2022,Economically Disadvantaged,98.4
331400011449,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Latin School,2022,Black or African American,100.0
331400011449,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Latin School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.9
331400011454,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Hs-Art-Tech,2022,Hispanic or Latino,89.3
331400011454,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Hs-Art-Tech,2022,English Language Learner,86.4
331400011454,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Hs-Art-Tech,2022,Economically Disadvantaged,91.8
331400011454,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Hs-Art-Tech,2022,Black or African American,94.1
331400011454,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Hs-Art-Tech,2022,Students with Disabilities,89.6
331400011474,Kings,Nyc Geog Dist #14 - Brooklyn,1,Progress Hs-Professional Careers,2022,Hispanic or Latino,74.8
331400011474,Kings,Nyc Geog Dist #14 - Brooklyn,1,Progress Hs-Professional Careers,2022,Economically Disadvantaged,75.0
331400011474,Kings,Nyc Geog Dist #14 - Brooklyn,1,Progress Hs-Professional Careers,2022,English Language Learner,72.0
331400011474,Kings,Nyc Geog Dist #14 - Brooklyn,1,Progress Hs-Professional Careers,2022,Black or African American,76.9
331400011474,Kings,Nyc Geog Dist #14 - Brooklyn,1,Progress Hs-Professional Careers,2022,Students with Disabilities,68.6
331400011477,Kings,Nyc Geog Dist #14 - Brooklyn,1,East Williamsburg Scholars,2022,Hispanic or Latino,82.0
331400011477,Kings,Nyc Geog Dist #14 - Brooklyn,1,East Williamsburg Scholars,2022,Economically Disadvantaged,79.0
331400011477,Kings,Nyc Geog Dist #14 - Brooklyn,1,East Williamsburg Scholars,2022,English Language Learner,73.8
331400011477,Kings,Nyc Geog Dist #14 - Brooklyn,1,East Williamsburg Scholars,2022,Students with Disabilities,65.7
331400011477,Kings,Nyc Geog Dist #14 - Brooklyn,1,East Williamsburg Scholars,2022,Black or African American,75.3
331400011478,Kings,Nyc Geog Dist #14 - Brooklyn,1,"High School-Enterprise, Bus & Tech",2022,Hispanic or Latino,85.2
331400011478,Kings,Nyc Geog Dist #14 - Brooklyn,1,"High School-Enterprise, Bus & Tech",2022,Economically Disadvantaged,86.1
331400011478,Kings,Nyc Geog Dist #14 - Brooklyn,1,"High School-Enterprise, Bus & Tech",2022,English Language Learner,74.4
331400011478,Kings,Nyc Geog Dist #14 - Brooklyn,1,"High School-Enterprise, Bus & Tech",2022,Students with Disabilities,72.7
331400011478,Kings,Nyc Geog Dist #14 - Brooklyn,1,"High School-Enterprise, Bus & Tech",2022,Black or African American,89.7
331400011488,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Preparatory Hs,2022,Hispanic or Latino,95.0
331400011488,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Preparatory Hs,2022,Economically Disadvantaged,95.4
331400011488,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Preparatory Hs,2022,Students with Disabilities,83.7
331400011488,Kings,Nyc Geog Dist #14 - Brooklyn,1,Brooklyn Preparatory Hs,2022,Black or African American,93.8
331400011558,Kings,Nyc Geog Dist #14 - Brooklyn,1,Willamsburg Hs-Arch & Design,2022,Hispanic or Latino,97.9
331400011558,Kings,Nyc Geog Dist #14 - Brooklyn,1,Willamsburg Hs-Arch & Design,2022,Economically Disadvantaged,97.0
331400011558,Kings,Nyc Geog Dist #14 - Brooklyn,1,Willamsburg Hs-Arch & Design,2022,Students with Disabilities,93.7
331400011558,Kings,Nyc Geog Dist #14 - Brooklyn,1,Willamsburg Hs-Arch & Design,2022,Black or African American,97.4
331400011561,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Preparatory School,2022,White,100.0
331400011561,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Preparatory School,2022,Hispanic or Latino,99.4
331400011561,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Preparatory School,2022,Economically Disadvantaged,98.7
331400011561,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Preparatory School,2022,Students with Disabilities,100.0
331400011561,Kings,Nyc Geog Dist #14 - Brooklyn,1,Williamsburg Preparatory School,2022,Black or African American,100.0
331400011586,Kings,Nyc Geog Dist #14 - Brooklyn,1,Lyons Community School,2022,Hispanic or Latino,79.1
331400011586,Kings,Nyc Geog Dist #14 - Brooklyn,1,Lyons Community School,2022,Economically Disadvantaged,79.1
331400011610,Kings,Nyc Geog Dist #14 - Brooklyn,1,A-Tech High School,2022,Hispanic or Latino,84.6
331400011610,Kings,Nyc Geog Dist #14 - Brooklyn,1,A-Tech High School,2022,Economically Disadvantaged,79.4
331400011610,Kings,Nyc Geog Dist #14 - Brooklyn,1,A-Tech High School,2022,Black or African American,83.8
331400011610,Kings,Nyc Geog Dist #14 - Brooklyn,1,A-Tech High School,2022,Students with Disabilities,69.7
331400011614,Kings,Nyc Geog Dist #14 - Brooklyn,1,Young Womens Leadership Sch-Brookly,2022,Hispanic or Latino,95.8
331400011614,Kings,Nyc Geog Dist #14 - Brooklyn,1,Young Womens Leadership Sch-Brookly,2022,Economically Disadvantaged,92.4
331400011614,Kings,Nyc Geog Dist #14 - Brooklyn,1,Young Womens Leadership Sch-Brookly,2022,Black or African American,93.9
331400011685,Kings,Nyc Geog Dist #14 - Brooklyn,1,El Puente Acad For Peace And Justice,2022,Hispanic or Latino,81.3
331400011685,Kings,Nyc Geog Dist #14 - Brooklyn,1,El Puente Acad For Peace And Justice,2022,Economically Disadvantaged,82.2
331400860865,Kings,Charter School,7,Williamsburg Charter High School,2022,Hispanic or Latino,90.7
331400860865,Kings,Charter School,7,Williamsburg Charter High School,2022,Economically Disadvantaged,89.2
331400860865,Kings,Charter School,7,Williamsburg Charter High School,2022,English Language Learner,88.3
331400860865,Kings,Charter School,7,Williamsburg Charter High School,2022,Students with Disabilities,83.5
331400860865,Kings,Charter School,7,Williamsburg Charter High School,2022,Black or African American,86.9
331400860945,Kings,Charter School,7,Northside Charter High School,2022,Hispanic or Latino,96.4
331400860945,Kings,Charter School,7,Northside Charter High School,2022,Economically Disadvantaged,95.4
331400860945,Kings,Charter School,7,Northside Charter High School,2022,Students with Disabilities,95.0
331400860945,Kings,Charter School,7,Northside Charter High School,2022,Black or African American,100.0
331500010448,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Collaborative Studies,2022,Hispanic or Latino,93.6
331500010448,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Collaborative Studies,2022,Economically Disadvantaged,91.9
331500010448,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Collaborative Studies,2022,Black or African American,96.2
331500011423,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Frontiers High School,2022,Hispanic or Latino,47.5
331500011423,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Frontiers High School,2022,Economically Disadvantaged,44.0
331500011423,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Frontiers High School,2022,Black or African American,44.3
331500011423,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn Frontiers High School,2022,Students with Disabilities,37.7
331500011429,Kings,Nyc Geog Dist #15 - Brooklyn,1,Digital Arts And Cinema Tech Hs,2022,Hispanic or Latino,96.3
331500011429,Kings,Nyc Geog Dist #15 - Brooklyn,1,Digital Arts And Cinema Tech Hs,2022,Economically Disadvantaged,98.9
331500011429,Kings,Nyc Geog Dist #15 - Brooklyn,1,Digital Arts And Cinema Tech Hs,2022,Black or African American,97.4
331500011429,Kings,Nyc Geog Dist #15 - Brooklyn,1,Digital Arts And Cinema Tech Hs,2022,Students with Disabilities,94.4
331500011462,Kings,Nyc Geog Dist #15 - Brooklyn,1,John Jay School For Law,2022,Hispanic or Latino,82.0
331500011462,Kings,Nyc Geog Dist #15 - Brooklyn,1,John Jay School For Law,2022,Economically Disadvantaged,91.1
331500011462,Kings,Nyc Geog Dist #15 - Brooklyn,1,John Jay School For Law,2022,Black or African American,93.9
331500011462,Kings,Nyc Geog Dist #15 - Brooklyn,1,John Jay School For Law,2022,Students with Disabilities,50.0
331500011463,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cyberarts Studio Academy,2022,Hispanic or Latino,64.7
331500011463,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cyberarts Studio Academy,2022,Economically Disadvantaged,73.3
331500011463,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cyberarts Studio Academy,2022,Black or African American,81.8
331500011464,Kings,Nyc Geog Dist #15 - Brooklyn,1,Park Slope Collegiate,2022,Hispanic or Latino,85.8
331500011464,Kings,Nyc Geog Dist #15 - Brooklyn,1,Park Slope Collegiate,2022,Economically Disadvantaged,86.4
331500011464,Kings,Nyc Geog Dist #15 - Brooklyn,1,Park Slope Collegiate,2022,Students with Disabilities,81.2
331500011464,Kings,Nyc Geog Dist #15 - Brooklyn,1,Park Slope Collegiate,2022,Black or African American,85.9
331500011497,Kings,Nyc Geog Dist #15 - Brooklyn,1,Boerum Hill School For International,2022,Hispanic or Latino,94.7
331500011497,Kings,Nyc Geog Dist #15 - Brooklyn,1,Boerum Hill School For International,2022,Economically Disadvantaged,88.0
331500011497,Kings,Nyc Geog Dist #15 - Brooklyn,1,Boerum Hill School For International,2022,Black or African American,93.4
331500011519,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cobble Hill School-American Studies,2022,Hispanic or Latino,71.0
331500011519,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cobble Hill School-American Studies,2022,Economically Disadvantaged,85.5
331500011519,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cobble Hill School-American Studies,2022,Black or African American,89.7
331500011519,Kings,Nyc Geog Dist #15 - Brooklyn,1,Cobble Hill School-American Studies,2022,Students with Disabilities,79.2
331500011529,Kings,Nyc Geog Dist #15 - Brooklyn,1,West Brooklyn Community High School,2022,Hispanic or Latino,35.9
331500011529,Kings,Nyc Geog Dist #15 - Brooklyn,1,West Brooklyn Community High School,2022,Economically Disadvantaged,35.1
331500011529,Kings,Nyc Geog Dist #15 - Brooklyn,1,West Brooklyn Community High School,2022,Students with Disabilities,30.9
331500011592,Kings,Nyc Geog Dist #15 - Brooklyn,1,Khalil Gibran International Academy,2022,English Language Learner,73.3
331500011592,Kings,Nyc Geog Dist #15 - Brooklyn,1,Khalil Gibran International Academy,2022,Economically Disadvantaged,79.3
331500011592,Kings,Nyc Geog Dist #15 - Brooklyn,1,Khalil Gibran International Academy,2022,White,79.3
331500011592,Kings,Nyc Geog Dist #15 - Brooklyn,1,Khalil Gibran International Academy,2022,Black or African American,72.6
331500011656,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn High School Of The Arts,2022,Hispanic or Latino,92.3
331500011656,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn High School Of The Arts,2022,Economically Disadvantaged,94.3
331500011656,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn High School Of The Arts,2022,Students with Disabilities,84.8
331500011656,Kings,Nyc Geog Dist #15 - Brooklyn,1,Brooklyn High School Of The Arts,2022,Black or African American,94.4
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,Hispanic or Latino,89.3
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,White,94.1
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,English Language Learner,67.3
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,Economically Disadvantaged,91.2
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,Students with Disabilities,87.3
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,Asian or Native Hawaiian/Other Pacific Islander,92.3
331500011667,Kings,Nyc Geog Dist #15 - Brooklyn,1,Sunset Park High School,2022,Black or African American,91.3
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,White,99.6
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,Hispanic or Latino,100.0
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,Economically Disadvantaged,100.0
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,Black or African American,100.0
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,Students with Disabilities,100.0
331500011684,Kings,Nyc Geog Dist #15 - Brooklyn,1,Millennium Brooklyn High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
331500011698,Kings,Nyc Geog Dist #15 - Brooklyn,1,South Brooklyn Comm High School,2022,Hispanic or Latino,45.3
331500011698,Kings,Nyc Geog Dist #15 - Brooklyn,1,South Brooklyn Comm High School,2022,Economically Disadvantaged,45.4
331500011698,Kings,Nyc Geog Dist #15 - Brooklyn,1,South Brooklyn Comm High School,2022,Students with Disabilities,32.3
331500860953,Kings,Charter School,7,Summit Academy Charter School,2022,Hispanic or Latino,86.7
331500860953,Kings,Charter School,7,Summit Academy Charter School,2022,Economically Disadvantaged,82.8
331500860953,Kings,Charter School,7,Summit Academy Charter School,2022,Black or African American,96.8
331500861016,Kings,Charter School,7,New Dawn Charter High School,2022,Hispanic or Latino,44.9
331500861016,Kings,Charter School,7,New Dawn Charter High School,2022,Economically Disadvantaged,40.7
331500861016,Kings,Charter School,7,New Dawn Charter High School,2022,Black or African American,44.5
331500861016,Kings,Charter School,7,New Dawn Charter High School,2022,Students with Disabilities,28.4
331600011455,Kings,Nyc Geog Dist #16 - Brooklyn,1,Boys And Girls High School,2022,Economically Disadvantaged,78.2
331600011455,Kings,Nyc Geog Dist #16 - Brooklyn,1,Boys And Girls High School,2022,Black or African American,81.2
331600011455,Kings,Nyc Geog Dist #16 - Brooklyn,1,Boys And Girls High School,2022,Students with Disabilities,69.3
